Exercicio;UP_Cod;UP_Sigla;Programa_Cod;titulo_programa_45;Objetivo;Acao_Cod;titulo_acao_45;Finalidade;Produto_Cod;Produto_Titulo_80;Produto_Unid_de_Medida_45;meta_adequada;realizado_exercicio;porcentagem;Periodo;liquidacao;liquidacao_total_quad;Liquidacao_Atual;status;chave1;chave2
2020;14322;RIOMETROPOLE;440;Desenvolv Científico, Tecnológico e Inovativo;Fomentar e apoiar programas e projetos de pesquisa, especialmente linhas de pesquisa e/ou produção de tecnologia selecionadas pela sua relevância para o desenvolvimento econômico e social das regiões do estado.;5636;Fomento ao Conhecimento Eng, Arquitetura e TI;Estimular a produção do conhecimento acerca da temática metropolitana nas instituições de ensino e nos órgãos públicos estaduais e municipais permitindo uma atuação inovadora para atender às necessidades da população.;6774;Caderno Metropolitano publicado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200440563667743º Quadrimestre;2,02004E+11
2020;14322;RIOMETROPOLE;440;Desenvolv Científico, Tecnológico e Inovativo;Fomentar e apoiar programas e projetos de pesquisa, especialmente linhas de pesquisa e/ou produção de tecnologia selecionadas pela sua relevância para o desenvolvimento econômico e social das regiões do estado.;5636;Fomento ao Conhecimento Eng, Arquitetura e TI;Estimular a produção do conhecimento acerca da temática metropolitana nas instituições de ensino e nos órgãos públicos estaduais e municipais permitindo uma atuação inovadora para atender às necessidades da população.;6735;Estudo de viabilidade técnica e financeira realizado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200440563667353º Quadrimestre;2,02004E+11
2020;14322;RIOMETROPOLE;440;Desenvolv Científico, Tecnológico e Inovativo;Fomentar e apoiar programas e projetos de pesquisa, especialmente linhas de pesquisa e/ou produção de tecnologia selecionadas pela sua relevância para o desenvolvimento econômico e social das regiões do estado.;5636;Fomento ao Conhecimento Eng, Arquitetura e TI;Estimular a produção do conhecimento acerca da temática metropolitana nas instituições de ensino e nos órgãos públicos estaduais e municipais permitindo uma atuação inovadora para atender às necessidades da população.;6772;Sistema de Informações Metropolitanas implantado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200440563667723º Quadrimestre;2,02004E+11
2020;14322;RIOMETROPOLE;440;Desenvolv Científico, Tecnológico e Inovativo;Fomentar e apoiar programas e projetos de pesquisa, especialmente linhas de pesquisa e/ou produção de tecnologia selecionadas pela sua relevância para o desenvolvimento econômico e social das regiões do estado.;5636;Fomento ao Conhecimento Eng, Arquitetura e TI;Estimular a produção do conhecimento acerca da temática metropolitana nas instituições de ensino e nos órgãos públicos estaduais e municipais permitindo uma atuação inovadora para atender às necessidades da população.;6773;Prêmio Instituto Rio Metrópole realizado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200440563667733º Quadrimestre;2,02004E+11
2020;14322;RIOMETROPOLE;440;Desenvolv Científico, Tecnológico e Inovativo;Fomentar e apoiar programas e projetos de pesquisa, especialmente linhas de pesquisa e/ou produção de tecnologia selecionadas pela sua relevância para o desenvolvimento econômico e social das regiões do estado.;5636;Fomento ao Conhecimento Eng, Arquitetura e TI;Estimular a produção do conhecimento acerca da temática metropolitana nas instituições de ensino e nos órgãos públicos estaduais e municipais permitindo uma atuação inovadora para atender às necessidades da população.;6775;Projeto elaborado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200440563667753º Quadrimestre;2,02004E+11
2020;14322;RIOMETROPOLE;440;Desenvolv Científico, Tecnológico e Inovativo;Fomentar e apoiar programas e projetos de pesquisa, especialmente linhas de pesquisa e/ou produção de tecnologia selecionadas pela sua relevância para o desenvolvimento econômico e social das regiões do estado.;5636;Fomento ao Conhecimento Eng, Arquitetura e TI;Estimular a produção do conhecimento acerca da temática metropolitana nas instituições de ensino e nos órgãos públicos estaduais e municipais permitindo uma atuação inovadora para atender às necessidades da população.;6776;Plano elaborado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200440563667763º Quadrimestre;2,02004E+11
2020;14322;RIOMETROPOLE;454;Coordenação Federativa e Desenvolv Territ;Estimular e coordenar a cooperação intergovernamental com  os municípios, visando implementar políticas públicas que promovam o desenvolvimento territorial e a superação das desigualdades regionais.;5631;Fomento Projetos Habitação Int Social RMRJ;Fomentar a implantação de projetos habitacionais de interesse social em imóveis públicos dotados de infraestrutura objetivando a redução dos custos de implantação de unidades habitacionais e evitando que os projetos habitacionais sejam implantados em áreas não dotadas de infraestrutura aumentando os custos dos serviços.;3813;Projeto executivo elaborado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200454563138133º Quadrimestre;2,02005E+11
2020;14322;RIOMETROPOLE;454;Coordenação Federativa e Desenvolv Territ;Estimular e coordenar a cooperação intergovernamental com  os municípios, visando implementar políticas públicas que promovam o desenvolvimento territorial e a superação das desigualdades regionais.;5631;Fomento Projetos Habitação Int Social RMRJ;Fomentar a implantação de projetos habitacionais de interesse social em imóveis públicos dotados de infraestrutura objetivando a redução dos custos de implantação de unidades habitacionais e evitando que os projetos habitacionais sejam implantados em áreas não dotadas de infraestrutura aumentando os custos dos serviços.;6763;Imóvel público para projeto habitacional disponibilizado;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200454563167633º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;4503;Operacionalização Novo MIS;Proteger, preservar, guardar e conservar acervos museológicos, audiovisuais, iconográficos e sonoros, dentre outros de valor histórico e sociocultural permanente. Tanta memória permitiu que o Museu da Imagem e do Som - MIS fosse escolhido para ganhar uma nova sede que pudesse divulgar este acervo, que atualmente é o maior do Estado do Rio de Janeiro com aproximadamente 305 mil itens.;3915;Evento cultural realizado;unidade;NULL;NULL;NULL;3º Quadrimestre;0;0;0;com realização;20200463450339153º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;4503;Operacionalização Novo MIS;Proteger, preservar, guardar e conservar acervos museológicos, audiovisuais, iconográficos e sonoros, dentre outros de valor histórico e sociocultural permanente. Tanta memória permitiu que o Museu da Imagem e do Som - MIS fosse escolhido para ganhar uma nova sede que pudesse divulgar este acervo, que atualmente é o maior do Estado do Rio de Janeiro com aproximadamente 305 mil itens.;4771;Curso realizado;unidade;NULL;NULL;NULL;3º Quadrimestre;0;0;0;com realização;20200463450347713º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;4503;Operacionalização Novo MIS;Proteger, preservar, guardar e conservar acervos museológicos, audiovisuais, iconográficos e sonoros, dentre outros de valor histórico e sociocultural permanente. Tanta memória permitiu que o Museu da Imagem e do Som - MIS fosse escolhido para ganhar uma nova sede que pudesse divulgar este acervo, que atualmente é o maior do Estado do Rio de Janeiro com aproximadamente 305 mil itens.;7004;Depoimento realizado;unidade;NULL;NULL;NULL;3º Quadrimestre;0;0;0;com realização;20200463450370043º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;2953;Operacionalização de Biblioteca;Garantir a infraestrutura logística apropriada às atividades das bibliotecas geridas pela Secretaria de Estado de Cultura, assegurando o seu funcionamento, a implementação de eventos educacionais de incentivo à leitura, aquisição de títulos e manutenção de acervo.;2198;Oficina realizada;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200463295321983º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;2953;Operacionalização de Biblioteca;Garantir a infraestrutura logística apropriada às atividades das bibliotecas geridas pela Secretaria de Estado de Cultura, assegurando o seu funcionamento, a implementação de eventos educacionais de incentivo à leitura, aquisição de títulos e manutenção de acervo.;6988;Livro emprestado;unidade;500.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200463295369883º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;4502;Operacionalizaçã Equipamentos Culturais SECEC;Garantir a infraestrutura logística apropriada às atividades das unidades da Cultura, garantindo seu funcionamento, possibilitando a realização de eventos educacionais de incentivo à leitura, aquisição de títulos e manutenção de acervo.;2198;Oficina realizada;unidade;10.00;0.00;0.000000;3º Quadrimestre;87016956;196396763;196396763;sem realização;20200463450221983º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8189;Promoção de Atividades Artísticas;Promover a curadoria artística dos equipamentos culturais  visando o desenvolvimento, fomento, promoção e difusão da produção artística e cultural do estado do Rio de Janeiro. Proporcionar capacitação técnica nas diversas linguagens artísticas, gerando oportunidades de mercado para os profissionais da cultura e público em geral.;2198;Oficina realizada;unidade;4.00;1.00;0.250000;3º Quadrimestre;0;0;0;com realização;20200465818921983º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8206;Preservação e Fomento do Patrimônio Cultural;Fomentar a circulação da produção cultural fluminense na área do patrimônio cultural, proporcionando a fruição e o acesso amplo da população aos bens culturais.;4761;Item de acervo conservado;unidade;200.00;0.00;0.000000;3º Quadrimestre;71879;71879;71879;sem realização;20200465820647613º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8206;Preservação e Fomento do Patrimônio Cultural;Fomentar a circulação da produção cultural fluminense na área do patrimônio cultural, proporcionando a fruição e o acesso amplo da população aos bens culturais.;6999;Projeto fomentado;unidade;3.00;0.00;0.000000;3º Quadrimestre;71879;71879;71879;sem realização;20200465820669993º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;4764;Pesquisa disponibilizada;unidade;2.00;3.00;1.500000;3º Quadrimestre;0;0;0;concluída ou acima da meta;20200465820747643º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;4765;Bem cultural catalogado;unidade;3.00;1377.00;459.000000;3º Quadrimestre;0;0;0;concluída ou acima da meta;20200465820747653º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;4766;Bem imaterial identificado;unidade;15.00;7.00;0.466667;3º Quadrimestre;0;0;0;com realização;20200465820747663º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;4768;Divulgação de bem protegido realizada;unidade;2.00;4.00;2.000000;3º Quadrimestre;0;0;0;concluída ou acima da meta;20200465820747683º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;4769;Publicação realizada;unidade;1000.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200465820747693º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8208;Desenvolvimento do Setor Audiovisual;Incentivar projetos audiovisuais qualificar a mão de obra existente, formando novos atores para o setor audiovisual, atrair novas tecnologias e linguagens e difundir os produtos audiovisuais no estado.;7467;CAPACITAÇÃO EM REALIZAÇÃO E PRODUÇÃO AUDIOVISUAL REALIZADA;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200465820874673º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8211;Desenvolvimento da Área Museológica;Apoiar projetos, realizar e participar de eventos na área museológica, estimular a formação de público em museus visando ampliar a interação entre comunidade e museu, apoiar a formação e a especialização de técnicos na área museológica, e ampliar o conhecimento museológico. Estimular selecionar artistas que tenham interesse em processos e experiências em ambiente colaborativo, abertos a proposições e trocas efetivas entre o corpo de bolsistas selecionados e os Museus do Estado.;4769;Publicação realizada;unidade;2.00;1.00;0.500000;3º Quadrimestre;0;171720;171720;com realização;20200465821147693º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8211;Desenvolvimento da Área Museológica;Apoiar projetos, realizar e participar de eventos na área museológica, estimular a formação de público em museus visando ampliar a interação entre comunidade e museu, apoiar a formação e a especialização de técnicos na área museológica, e ampliar o conhecimento museológico. Estimular selecionar artistas que tenham interesse em processos e experiências em ambiente colaborativo, abertos a proposições e trocas efetivas entre o corpo de bolsistas selecionados e os Museus do Estado.;4786;Rede web de museus operacionalizada;unidade;1.00;5.00;5.000000;3º Quadrimestre;0;171720;171720;concluída ou acima da meta;20200465821147863º Quadrimestre;2,02005E+11
2020;15010;SECEC;484;Economia Criativa;Desenvolver atividades centradas no conjunto distinto de bens, serviços e atividades baseadas na criatividade, no talento ou na habilidade individual, cujos produtos incorporam propriedade intelectual às complexas cadeias produtivas das indústrias culturais.;4516;Capacitação Empreend - Rio Criativo e Lab RJ;Disseminar atitude empreendedora nos setores da economia criativa no ERJ, além de  fomentar o desenvolvimento de empreendimentos criativos e a descoberta e aplicação de novos modelos de negócio no setor criativo e cultural. ;2198;Oficina realizada;unidade;28.00;0.00;0.000000;3º Quadrimestre;24588051;24588051;24588051;sem realização;20200484451621983º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;2953;Operacionalização de Biblioteca;Garantir a infraestrutura logística apropriada às atividades das bibliotecas geridas pela Secretaria de Estado de Cultura, assegurando o seu funcionamento, a implementação de eventos educacionais de incentivo à leitura, aquisição de títulos e manutenção de acervo.;4762;Assessoria técnica realizada;unidade;1.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200463295347623º Quadrimestre;2,02005E+11
2020;15010;SECEC;463;Gestão dos Equipamentos Culturais;Gerir os equipamentos culturais, de modo a permitir a democratização do acesso aos bens culturais pela população.;4502;Operacionalizaçã Equipamentos Culturais SECEC;Garantir a infraestrutura logística apropriada às atividades das unidades da Cultura, garantindo seu funcionamento, possibilitando a realização de eventos educacionais de incentivo à leitura, aquisição de títulos e manutenção de acervo.;4762;Assessoria técnica realizada;unidade;1.00;0.00;0.000000;3º Quadrimestre;87016956;196396763;196396763;sem realização;20200463450247623º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;4500;Coordenação do Sistema Estadual de Cultura;Coordenar o Sistema Estadual de Cultura visando promover a implantação e consolidação do Sistema como instrumento de gestão de políticas públicas e de cooperação entre a sociedade civil e o poder público, bem como estimular e apoiar a implantação de políticas regionais de cultura em todo o estado.;4762;Assessoria técnica realizada;unidade;0.00;NULL;NULL;3º Quadrimestre;0;0;0;sem meta;20200465450047623º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8187;Coordenação do Sistema Estadual de Museus;Apoiar tecnicamente os museus, promover a cooperação e a articulação entre os museus, ainda elaborar pareceres e relatórios sobre questões relativas à museologia nos municípios.;2148;Capacitação realizada;unidade;25.00;6.00;0.240000;3º Quadrimestre;0;0;0;com realização;20200465818721483º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8187;Coordenação do Sistema Estadual de Museus;Apoiar tecnicamente os museus, promover a cooperação e a articulação entre os museus, ainda elaborar pareceres e relatórios sobre questões relativas à museologia nos municípios.;2149;Fiscalização realizada;unidade;1000.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200465818721493º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8187;Coordenação do Sistema Estadual de Museus;Apoiar tecnicamente os museus, promover a cooperação e a articulação entre os museus, ainda elaborar pareceres e relatórios sobre questões relativas à museologia nos municípios.;4762;Assessoria técnica realizada;unidade;4.00;21.00;5.250000;3º Quadrimestre;0;0;0;concluída ou acima da meta;20200465818747623º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8189;Promoção de Atividades Artísticas;Promover a curadoria artística dos equipamentos culturais  visando o desenvolvimento, fomento, promoção e difusão da produção artística e cultural do estado do Rio de Janeiro. Proporcionar capacitação técnica nas diversas linguagens artísticas, gerando oportunidades de mercado para os profissionais da cultura e público em geral.;2148;Capacitação realizada;unidade;2.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200465818921483º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8189;Promoção de Atividades Artísticas;Promover a curadoria artística dos equipamentos culturais  visando o desenvolvimento, fomento, promoção e difusão da produção artística e cultural do estado do Rio de Janeiro. Proporcionar capacitação técnica nas diversas linguagens artísticas, gerando oportunidades de mercado para os profissionais da cultura e público em geral.;2196;Evento realizado;unidade;10.00;10.00;1.000000;3º Quadrimestre;0;0;0;concluída ou acima da meta;20200465818921963º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8193;Promoção e Difusão Cultural;Disseminar informações sobre a cultura no Estado do Rio de Janeiro, visando criar uma iteração permanente com os usuários da cultura e a sociedade como um todo, bem como promover eventos culturais.;4641;Evento de difusão cultural promovido;unidade;10.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200465819346413º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8206;Preservação e Fomento do Patrimônio Cultural;Fomentar a circulação da produção cultural fluminense na área do patrimônio cultural, proporcionando a fruição e o acesso amplo da população aos bens culturais.;4762;Assessoria técnica realizada;unidade;1.00;311.00;311.000000;3º Quadrimestre;71879;71879;71879;concluída ou acima da meta;20200465820647623º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8206;Preservação e Fomento do Patrimônio Cultural;Fomentar a circulação da produção cultural fluminense na área do patrimônio cultural, proporcionando a fruição e o acesso amplo da população aos bens culturais.;7453;PLANO DE SALVAGUARDA ELABORADO;unidade;2.00;0.00;0.000000;3º Quadrimestre;71879;71879;71879;sem realização;20200465820674533º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;2196;Evento realizado;unidade;2.00;1.00;0.500000;3º Quadrimestre;0;0;0;com realização;20200465820721963º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;4767;Evento educacional realizado;unidade;4.00;3.00;0.750000;3º Quadrimestre;0;0;0;com realização;20200465820747673º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8207;Pesquisa, Docum, Educ, Dif do Patr Histórico;Incentivar a produção de projetos na área do Patrimônio Histórico.;7454;EXPOSIÇÃO REALIZADA;unidade;1.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200465820774543º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8208;Desenvolvimento do Setor Audiovisual;Incentivar projetos audiovisuais qualificar a mão de obra existente, formando novos atores para o setor audiovisual, atrair novas tecnologias e linguagens e difundir os produtos audiovisuais no estado.;4762;Assessoria técnica realizada;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200465820847623º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8208;Desenvolvimento do Setor Audiovisual;Incentivar projetos audiovisuais qualificar a mão de obra existente, formando novos atores para o setor audiovisual, atrair novas tecnologias e linguagens e difundir os produtos audiovisuais no estado.;7455;PRODUÇÃO AUDIOVISUAL APOIADA;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200465820874553º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8209;Estímulo Prod Cult Territ Flumin e Juventude;Apoiar projetos que visem à valorização, preservação, fomento e difusão dos grupos e expressões culturais que formam a diversidade cultural fluminense, bem como promover o acesso aos bens culturais e aos instrumentos adequados para a produção de cultura e consolidar, junto a sociedade civil, projetos e iniciativas culturais. ;4762;Assessoria técnica realizada;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200465820947623º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8209;Estímulo Prod Cult Territ Flumin e Juventude;Apoiar projetos que visem à valorização, preservação, fomento e difusão dos grupos e expressões culturais que formam a diversidade cultural fluminense, bem como promover o acesso aos bens culturais e aos instrumentos adequados para a produção de cultura e consolidar, junto a sociedade civil, projetos e iniciativas culturais. ;4775;Bolsa concedida;unidade;0.00;0.00;NULL;3º Quadrimestre;0;0;0;sem meta;20200465820947753º Quadrimestre;2,02005E+11
2020;15010;SECEC;465;Oferta de Bens Culturais e Fomento à Cultura;Fomentar a oferta e democratizar o acesso a bens culturais de forma plena e universal, além de valorizar a memória e a preservação do patrimônio cultural,  promovendo a cultura como elemento transformador e gerador de cidadania.;8209;Estímulo Prod Cult Territ Flumin e Juventude;Apoiar projetos que visem à valorização, preservação, fomento e difusão dos grupos e expressões culturais que formam a diversidade cultural fluminense, bem como promover o acesso aos bens culturais e aos instrumentos adequados para a produção de cultura e consolidar, junto a sociedade civil, projetos e iniciativas culturais. ;4778;Projeto de diversidade cultural fomentado;unidade;15.00;0.00;0.000000;3º Quadrimestre;0;0;0;sem realização;20200465820947783º Quadrimestre;2,02005E+11
